ProductID,Weight,FatContent,ProductVisibility,ProductType,MRP,OutletID,EstablishmentYear,OutletSize,LocationType,OutletType,OutletSales
1133,12.857645184135976,0,0.148764535,1,111.1912,4,1985,2,0,0,109.1912
159,6.78,0,0.066997921,1,186.524,2,2007,2,1,1,2609.936
601,16.0,0,0.040938155,1,141.1496,6,2004,2,1,1,4516.7872
603,12.857645184135976,1,0.014661762,2,89.1172,5,1985,1,2,3,2319.6472
114,10.5,0,0.048213766,0,159.6946,3,2009,1,2,2,3629.2758
719,17.1,0,0.032761024,1,148.8392,3,2009,1,2,2,2087.9488
144,7.535,0,0.0,0,121.644,7,2002,2,1,1,1557.972
648,15.1,0,0.025988508,1,146.6076,6,2004,2,1,1,2364.9216
648,15.1,0,0.026140452,1,149.0076,2,2007,2,1,1,4138.6128
1057,10.0,0,0.025932408,2,264.7226,3,2009,1,2,2,3171.8712
386,20.85,0,0.098170402,1,224.0746,2,2007,2,1,1,2243.746
390,16.7,1,0.119439636,1,182.1976,6,2004,2,1,1,724.3904
1076,8.315,1,0.059540542,2,143.6444,0,1998,2,2,0,145.1444
1173,12.857645184135976,0,0.044122209,1,173.8054,4,1985,2,0,0,175.1054
1210,16.75,0,0.081304829,1,258.4988,6,2004,2,1,1,4111.9808
996,12.857645184135976,0,0.081014461,2,98.8384,4,1985,2,0,0,492.692
1467,12.5,0,0.006775667,2,42.9112,9,1999,1,0,1,1022.6688
1086,6.8,0,0.03749705,2,49.9034,8,1997,2,0,1,194.4136
366,7.3,0,0.086060695,1,149.8076,1,1987,0,2,1,2808.3444
1469,15.85,0,0.020519478,2,42.5112,9,1999,1,0,1,852.224
16,12.1,1,0.061163967,0,56.5614,6,2004,2,1,1,828.921
880,9.195,1,0.07821891,1,107.6596,7,2002,2,1,1,323.5788
931,7.59,1,0.14492016,1,174.708,1,1987,0,2,1,2942.836
356,12.15,0,0.062235983,1,34.5532,1,1987,0,2,1,359.532
319,19.75,1,0.030166924,1,179.766,0,1998,2,2,0,719.064
1511,18.85,0,0.016104504,2,130.2626,6,2004,2,1,1,2360.9268
247,12.15,0,0.01544786,1,211.2928,1,1987,0,2,1,2735.1064
497,13.1,0,0.037574137,1,174.2054,6,2004,2,1,1,3677.2134
1240,12.857645184135976,0,0.106876976,1,146.7076,5,1985,1,2,3,3842.9976
539,12.857645184135976,0,0.32111501,1,100.77,4,1985,2,0,0,199.74
669,7.895,1,0.061124626,1,58.5588,1,1987,0,2,1,171.7764
242,12.857645184135976,1,0.127599399,1,118.9098,4,1985,2,0,0,120.5098
791,16.75,0,0.029785889,1,38.9822,9,1999,1,0,1,628.5152
1477,16.35,0,0.0,2,198.211,6,2004,2,1,1,2946.165
103,8.21,0,0.010762387,0,149.5392,6,2004,2,1,1,1789.6704
83,15.85,0,0.108206497,0,58.3904,2,2007,2,1,1,468.7232
1147,16.2,0,0.063127333,2,100.47,9,1999,1,0,1,1597.92
359,17.5,0,0.02687089,1,264.491,8,1997,2,0,1,3681.874
1096,12.857645184135976,0,0.099681705,2,107.4622,4,1985,2,0,0,317.5866
470,13.65,1,0.072898645,1,198.1426,6,2004,2,1,1,1977.426
193,11.35,1,0.063354531,2,88.9856,7,2002,2,1,1,1230.3984
998,10.8,0,0.082534287,2,191.1504,6,2004,2,1,1,4410.2592
1189,7.47,1,0.152024355,1,211.8218,1,1987,0,2,1,1496.0526
745,19.85,0,0.045669236,1,126.402,8,1997,2,0,1,1012.016
254,8.39,1,0.024342578,1,113.6176,2,2007,2,1,1,2862.94
855,10.8,0,0.028988288,1,239.2222,9,1999,1,0,1,6692.6216
1290,15.0,0,0.044908404,2,140.2838,8,1997,2,0,1,1404.838
1320,17.35,0,0.168329848,2,176.7712,2,2007,2,1,1,2812.3392
1250,14.1,0,0.111936685,1,198.8084,0,1998,2,2,0,992.042
207,19.2,1,0.005620213,1,226.6062,2,2007,2,1,1,5191.2426
263,15.6,0,0.117095014,1,78.067,9,1999,1,0,1,1148.505
152,12.857645184135976,0,0.248301532,1,124.1072,4,1985,2,0,0,245.0144
1395,20.5,0,0.023274107,2,154.134,2,2007,2,1,1,2909.546
1261,12.857645184135976,0,0.091354948,1,122.3072,4,1985,2,0,0,122.5072
1095,10.6,0,0.011087128,1,41.4454,6,2004,2,1,1,1468.089
1142,15.1,1,0.099839365,1,143.3786,6,2004,2,1,1,1733.7432
565,7.035,0,0.021938404,1,264.691,3,2009,1,2,2,5785.802
280,16.0,0,0.090480206,2,142.4154,2,2007,2,1,1,1985.4156
753,13.65,1,0.080640478,1,262.6936,8,1997,2,0,1,4175.8976
1385,18.85,0,0.040338009,2,246.7144,1,1987,0,2,1,6615.3888
4,6.115,1,0.007043008,0,190.353,6,2004,2,1,1,569.259
256,8.96,1,0.069219165,1,196.5768,3,2009,1,2,2,2759.0752
730,19.6,0,0.039569689,1,165.9526,6,2004,2,1,1,2631.2416
338,9.195,0,0.180588082,1,182.2634,0,1998,2,2,0,363.5268
1307,8.97,0,0.09301462,2,52.7956,8,1997,2,0,1,1037.3164
1355,12.35,0,0.274405193,2,117.1124,0,1998,2,2,0,355.5372
388,9.3,0,0.066887123,1,183.9292,9,1999,1,0,1,3283.7256
1170,17.7,1,0.042468413,1,162.421,6,2004,2,1,1,1468.089
47,7.27,0,0.071188446,0,111.9518,9,1999,1,0,1,1138.518
1139,20.7,1,0.191008614,2,92.8436,0,1998,2,2,0,189.0872
1040,16.1,1,0.159595473,1,32.8558,1,1987,0,2,1,339.558
337,12.857645184135976,1,0.086905536,1,78.8644,4,1985,2,0,0,314.2576
803,20.75,0,0.089186387,1,193.3478,1,1987,0,2,1,6006.1818
1328,20.2,0,0.112321218,2,123.6046,8,1997,2,0,1,2988.1104
1336,5.51,0,0.034668802,2,98.5726,2,2007,2,1,1,1761.7068
1032,20.2,1,0.0,1,129.0678,2,2007,2,1,1,3560.6984
427,14.7,0,0.072592873,1,48.5034,3,2009,1,2,2,874.8612
1016,20.0,1,0.059889718,2,168.5132,6,2004,2,1,1,2874.9244
1337,17.1,0,0.112402118,2,112.986,0,1998,2,2,0,113.186
1396,11.5,0,0.029529474,2,132.6626,0,1998,2,2,0,262.3252
199,11.15,1,0.105736638,2,104.4648,3,2009,1,2,2,2181.1608
313,16.2,0,0.044291251,1,43.3454,9,1999,1,0,1,503.3448
496,16.1,0,0.100388706,1,76.0328,9,1999,1,0,1,1853.5872
1112,12.857645184135976,0,0.070556945,1,191.2162,5,1985,1,2,3,7504.2318
145,15.0,1,0.054599767,2,59.4904,3,2009,1,2,2,644.4944
422,12.8,0,0.069560905,1,263.0252,1,1987,0,2,1,2885.5772
950,5.985,0,0.0,1,125.2678,6,2004,2,1,1,1017.3424
982,19.35,1,0.021453493,1,120.3098,6,2004,2,1,1,2530.7058
1445,16.6,0,0.016276741,2,109.8596,3,2009,1,2,2,1617.894
1096,12.857645184135976,0,0.056656942,2,106.2622,5,1985,1,2,3,2328.9684
672,11.5,0,0.072994847,1,189.253,9,1999,1,0,1,1328.271
1508,8.88,0,0.165073642,2,207.727,0,1998,2,2,0,209.727
868,11.6,0,0.017744999,2,177.9686,8,1997,2,0,1,1244.3802
162,9.8,0,0.047453947,2,101.7016,2,2007,2,1,1,1518.024
1172,9.395,1,0.171422166,1,139.1838,7,2002,2,1,1,1685.8056
523,12.3,0,0.021860985,1,193.3162,8,1997,2,0,1,3078.6592
44,16.1,0,0.023577298,0,192.6846,8,1997,2,0,1,2866.269
457,19.1,1,0.043304681,1,147.5418,0,1998,2,2,0,294.2836
1548,8.43,0,0.177971115,2,174.0422,9,1999,1,0,1,2069.3064
866,14.5,1,0.106894492,1,260.4594,0,1998,2,2,0,1046.6376
2,8.27,1,0.127927931,0,184.8924,8,1997,2,0,1,4442.2176
911,7.02,0,0.081623275,1,148.0734,2,2007,2,1,1,1930.1542
1237,20.0,1,0.051596927,1,128.0678,7,2002,2,1,1,1780.3492
62,7.81,0,0.067592098,0,246.0486,7,2002,2,1,1,7086.1094
443,12.857645184135976,0,0.054670967,1,158.6604,4,1985,2,0,0,316.9208
1411,13.1,0,0.012089479,2,189.853,1,1987,0,2,1,3415.554
750,15.2,0,0.021250528,2,216.5824,7,2002,2,1,1,5241.1776
76,10.8,0,0.05843345,0,74.738,8,1997,2,0,1,1025.332
435,12.6,0,0.05606697,1,50.7982,6,2004,2,1,1,473.3838
1374,12.15,0,0.029569276,2,115.015,9,1999,1,0,1,2912.875
933,7.42,0,0.0204332,1,248.9092,7,2002,2,1,1,5976.2208
829,12.857645184135976,1,0.055213281,2,172.4764,4,1985,2,0,0,687.1056
888,6.885,1,0.1408005,2,111.4228,2,2007,2,1,1,2984.1156
1375,12.857645184135976,0,0.047665717,2,42.177,5,1985,1,2,3,1255.033
1346,20.25,0,0.059268885,2,246.446,2,2007,2,1,1,3695.19
521,15.3,1,0.084937098,2,214.0218,7,2002,2,1,1,1068.609
188,9.21,0,0.008778413,1,122.4414,9,1999,1,0,1,1583.9382
637,15.6,0,0.0,1,220.4798,3,2009,1,2,2,661.1394
734,15.35,0,0.013834247,1,62.7168,9,1999,1,0,1,958.752
862,12.15,1,0.132351411,1,190.3872,7,2002,2,1,1,2836.308
1558,12.857645184135976,0,0.082955719,2,164.0552,5,1985,1,2,3,5523.4768
1272,11.395,0,0.009893817,2,50.3034,9,1999,1,0,1,972.068
591,17.1,0,0.0,1,111.9886,8,1997,2,0,1,3002.0922
938,18.85,1,0.067940657,2,119.044,6,2004,2,1,1,1198.44
1550,19.6,0,0.094161662,2,251.9698,8,1997,2,0,1,4566.0564
148,11.3,1,0.067107448,1,258.1962,2,2007,2,1,1,4402.9354
295,12.857645184135976,0,0.018321361,1,255.3698,5,1985,1,2,3,4819.7262
912,5.785,1,0.038756864,1,260.7252,8,1997,2,0,1,6033.4796
921,5.82,1,0.077254736,1,257.633,1,1987,0,2,1,1537.998
964,9.0,0,0.08630486,1,168.0816,3,2009,1,2,2,2181.1608
513,12.857645184135976,1,0.128876537,1,139.1838,5,1985,1,2,3,4916.933
669,7.895,1,0.061163967,1,59.2588,6,2004,2,1,1,801.6232
13,13.8,0,0.058220302,2,247.4802,7,2002,2,1,1,1474.0812
174,5.44,0,0.025519534,2,238.7538,9,1999,1,0,1,3605.307
649,16.7,0,0.070133177,1,109.8912,1,1987,0,2,1,873.5296
1349,19.85,0,0.025947095,2,46.9376,1,1987,0,2,1,575.2512
758,10.395,1,0.091688111,2,49.0008,2,2007,2,1,1,860.2136
111,12.857645184135976,0,0.0,0,40.5138,4,1985,2,0,0,40.6138
1092,12.857645184135976,1,0.165101585,1,87.7882,4,1985,2,0,0,515.3292
1522,15.1,0,0.059417055,2,237.9248,9,1999,1,0,1,2133.2232
806,20.5,0,0.036287517,1,121.2756,3,2009,1,2,2,2181.1608
608,15.6,0,0.037764269,1,124.9704,7,2002,2,1,1,2253.0672
7,16.75,1,0.024848788,0,39.9822,6,2004,2,1,1,746.3618
801,10.85,0,0.162903525,1,104.9622,3,2009,1,2,2,1482.0708
440,16.2,1,0.016747538,1,98.6726,2,2007,2,1,1,1272.3438
657,7.72,1,0.147904328,1,116.6466,0,1998,2,2,0,117.8466
577,12.857645184135976,0,0.079904068,1,120.044,5,1985,1,2,3,4434.228
548,5.785,1,0.040325274,1,180.466,1,1987,0,2,1,719.064
604,12.857645184135976,1,0.06302467,2,181.6318,5,1985,1,2,3,1263.0226
750,15.2,0,0.021203509,2,216.3824,6,2004,2,1,1,6114.7072
239,13.1,1,0.098765906,1,196.3768,6,2004,2,1,1,2167.8448
175,6.32,0,0.012707362,1,41.0822,1,1987,0,2,1,942.7728
1223,17.85,0,0.04442649,1,124.902,1,1987,0,2,1,1897.53
546,12.857645184135976,1,0.121712459,1,101.2016,5,1985,1,2,3,2631.2416
20,13.85,0,0.030769458,0,141.7154,1,1987,0,2,1,2978.1234
61,5.78,0,0.014614357,0,147.3102,3,2009,1,2,2,2332.9632
463,12.857645184135976,1,0.076868664,1,62.1194,4,1985,2,0,0,123.8388
888,6.885,1,0.140292495,2,108.5228,7,2002,2,1,1,1989.4104
1339,8.42,0,0.070555571,2,216.0192,6,2004,2,1,1,2372.9112
102,7.63,0,0.061409711,0,94.6436,2,2007,2,1,1,1607.2412
317,10.5,1,0.066555152,1,80.896,2,2007,2,1,1,958.752
209,7.575,0,0.092711708,2,197.7768,0,1998,2,2,0,197.0768
705,13.5,1,0.017844609,1,81.396,1,1987,0,2,1,1198.44
299,12.15,0,0.025916883,1,120.244,7,2002,2,1,1,2277.036
820,5.405,1,0.053611144,2,197.7742,6,2004,2,1,1,796.2968
1279,12.857645184135976,0,0.207783483,2,262.291,4,1985,2,0,0,525.982
258,7.435,0,0.122837694,1,208.7638,8,1997,2,0,1,3105.957
886,4.635,0,0.141174838,1,127.0994,7,2002,2,1,1,2826.9868
256,8.96,1,0.069078149,1,197.7768,7,2002,2,1,1,3153.2288
1316,18.35,0,0.089345074,2,191.9504,3,2009,1,2,2,5369.0112
639,11.65,1,0.058822142,2,173.5422,9,1999,1,0,1,3448.844
537,10.5,0,0.071368699,1,121.3098,9,1999,1,0,1,1446.1176
1378,7.39,0,0.068055818,2,140.7812,3,2009,1,2,2,1567.2932
1089,12.857645184135976,1,0.150122794,1,154.5314,5,1985,1,2,3,1396.1826
168,14.0,0,0.030094192,1,215.7192,8,1997,2,0,1,1078.596
147,18.5,1,0.076097035,2,145.8102,0,1998,2,2,0,291.6204
1073,13.65,1,0.025973384,1,79.6302,7,2002,2,1,1,554.6114
658,14.15,0,0.0,1,244.1828,7,2002,2,1,1,731.0484
621,10.1,1,0.053887301,1,225.6088,2,2007,2,1,1,4250.4672
1117,10.1,0,0.024262772,2,117.615,3,2009,1,2,2,1514.695
136,13.85,0,0.034624104,0,115.0492,9,1999,1,0,1,4054.722
892,13.1,1,0.044281996,1,178.5318,7,2002,2,1,1,3067.3406
1402,18.75,0,0.052121825,2,104.828,9,1999,1,0,1,2343.616
479,14.0,1,0.135662712,1,52.064,1,1987,0,2,1,852.224
44,16.1,0,0.023613955,0,192.8846,9,1999,1,0,1,5350.3688
1107,12.857645184135976,0,0.082152451,2,179.9002,5,1985,1,2,3,4119.3046
233,12.857645184135976,1,0.02363057,1,141.7154,4,1985,2,0,0,425.4462
1355,12.35,0,0.164274416,2,119.8124,7,2002,2,1,1,2133.2232
612,20.7,1,0.047587685,2,215.0876,7,2002,2,1,1,5145.3024
870,7.825,0,0.079952983,1,62.7826,3,2009,1,2,2,1162.4868
1435,12.857645184135976,0,0.024992442,2,53.6614,4,1985,2,0,0,165.7842
182,12.1,0,0.115107028,2,222.0114,7,2002,2,1,1,3547.3824
1364,12.857645184135976,0,0.008604657,2,123.1756,5,1985,1,2,3,1211.756
1558,14.65,0,0.083528446,2,162.4552,7,2002,2,1,1,2274.3728
1099,12.857645184135976,1,0.036731658,1,177.237,5,1985,1,2,3,4763.799
474,20.75,1,0.129337594,1,238.188,8,1997,2,0,1,5033.448
1421,11.15,0,0.0,2,65.0142,9,1999,1,0,1,1120.5414
39,12.1,0,0.029827665,0,144.3444,9,1999,1,0,1,2612.5992
556,11.6,1,0.157718931,1,168.3474,2,2007,2,1,1,4548.0798
1245,17.6,0,0.008046275,2,173.7422,2,2007,2,1,1,5863.0348
1461,12.857645184135976,0,0.068753558,2,127.9678,4,1985,2,0,0,254.3356
626,12.857645184135976,0,0.013199737,2,108.9254,5,1985,1,2,3,2713.135
248,10.65,0,0.023971463,1,54.0272,8,1997,2,0,1,447.4176
1092,18.35,1,0.09468096,1,86.2882,3,2009,1,2,2,1631.8758
788,7.35,1,0.014394261,1,241.3512,7,2002,2,1,1,5331.7264
321,18.2,0,0.049396364,1,146.4734,9,1999,1,0,1,3563.3616
254,8.39,1,0.024243294,1,116.0176,9,1999,1,0,1,1603.2464
1058,14.3,0,0.122469209,2,121.973,1,1987,0,2,1,2709.806
363,10.195,1,0.017730951,1,239.8538,2,2007,2,1,1,4086.0146
658,14.15,0,0.035016754,1,245.3828,3,2009,1,2,2,1705.7796
59,16.2,0,0.019417732,0,153.7972,7,2002,2,1,1,1402.1748
1510,12.857645184135976,0,0.066358426,2,195.2478,5,1985,1,2,3,7168.6686
91,12.65,0,0.105265475,0,159.9578,0,1998,2,2,0,962.7468
42,12.857645184135976,0,0.038736754,0,37.319,5,1985,1,2,3,1281.665
352,10.895,0,0.044991876,1,107.228,0,1998,2,2,0,426.112
873,5.735,0,0.05696122,1,176.337,8,1997,2,0,1,1764.37
706,17.85,0,0.147255604,1,93.7436,2,2007,2,1,1,1701.7848
921,5.82,1,0.077319079,1,255.433,8,1997,2,0,1,4357.661
1533,10.0,0,0.089135671,2,146.9102,6,2004,2,1,1,3207.8244
406,17.6,1,0.041373331,1,38.119,6,2004,2,1,1,732.38
98,12.857645184135976,0,0.04403602,0,173.308,5,1985,1,2,3,6751.212
606,10.1,0,0.027041859,1,77.567,1,1987,0,2,1,306.268
1248,12.857645184135976,1,0.056782237,1,241.2512,5,1985,1,2,3,8239.9408
1231,17.6,1,0.03922186,1,97.241,8,1997,2,0,1,193.082
535,8.645,0,0.021581922,2,53.3982,6,2004,2,1,1,1209.7586
1045,19.5,0,0.128206001,1,155.9314,8,1997,2,0,1,3878.285
1112,7.68,0,0.071301323,1,190.8162,2,2007,2,1,1,2693.8268
116,15.7,0,0.030765898,0,43.277,7,2002,2,1,1,649.155
820,5.405,1,0.053730029,2,199.0742,7,2002,2,1,1,4777.7808
887,20.85,1,0.062350672,2,86.9514,7,2002,2,1,1,1416.8224
1378,7.39,0,0.068163102,2,140.4812,2,2007,2,1,1,2422.1804
878,6.465,0,0.0,2,263.1884,3,2009,1,2,2,2914.8724
234,18.25,0,0.015309885,1,197.6084,7,2002,2,1,1,2380.9008
1088,12.857645184135976,1,0.106538757,2,222.3772,5,1985,1,2,3,1556.6404
783,12.857645184135976,0,0.061999648,2,230.001,4,1985,2,0,0,689.103
1165,10.195,0,0.051618281,1,31.9558,1,1987,0,2,1,373.5138
602,15.1,0,0.076505799,2,91.583,2,2007,2,1,1,539.298
814,13.65,1,0.013091186,1,114.8834,3,2009,1,2,2,1612.5676
1054,12.857645184135976,0,0.022074764,1,141.418,4,1985,2,0,0,559.272
635,12.857645184135976,0,0.079146113,1,181.466,4,1985,2,0,0,179.766
950,5.985,0,0.096337184,1,125.2678,2,2007,2,1,1,763.0068
90,9.5,0,0.142425145,0,189.9872,0,1998,2,2,0,756.3488
311,11.15,0,0.0,2,44.7744,7,2002,2,1,1,181.0976
1491,12.857645184135976,0,0.041663111,2,188.6214,5,1985,1,2,3,6029.4848
1521,18.0,0,0.019386234,2,126.8994,8,1997,2,0,1,3083.9856
1543,12.857645184135976,0,0.135226962,2,56.293,4,1985,2,0,0,113.186
71,16.2,0,0.0,0,73.4696,1,1987,0,2,1,2087.9488
203,13.15,0,0.036729122,1,179.7976,9,1999,1,0,1,2535.3664
1266,20.6,0,0.045380404,2,148.4392,1,1987,0,2,1,1789.6704
939,11.395,1,0.069587171,1,234.6616,8,1997,2,0,1,4687.232
845,6.78,1,0.08573655,1,229.5694,1,1987,0,2,1,3425.541
418,8.84,1,0.076681143,1,110.7228,9,1999,1,0,1,1657.842
1137,16.7,0,0.102055777,2,184.0292,8,1997,2,0,1,3101.2964
426,13.3,1,0.071856726,1,63.2536,2,2007,2,1,1,1347.5792
663,12.6,1,0.063054947,1,102.399,2,2007,2,1,1,2270.378
308,7.6,1,0.142383847,1,172.3448,6,2004,2,1,1,2556.672
829,12.6,1,0.03150851,2,170.5764,1,1987,0,2,1,3779.0808
894,6.67,1,0.123620492,1,90.0514,9,1999,1,0,1,1505.3738
1293,10.695,0,0.06375108,2,36.7848,6,2004,2,1,1,782.9808
174,12.857645184135976,0,0.04461205,2,241.1538,4,1985,2,0,0,480.7076
568,16.6,0,0.122204371,1,173.5738,6,2004,2,1,1,1911.5118
1260,10.0,1,0.037764307,1,127.2994,8,1997,2,0,1,642.497
1408,19.1,0,0.092437711,2,185.2608,2,2007,2,1,1,1470.0864
1274,17.6,0,0.137807013,2,161.792,0,1998,2,2,0,159.792
113,19.5,1,0.077292302,0,235.3958,9,1999,1,0,1,6309.7866
974,10.1,1,0.045763062,1,38.4848,9,1999,1,0,1,633.8416
1484,8.6,0,0.090558833,2,112.6176,3,2009,1,2,2,3091.9752
787,19.7,0,0.041703666,1,109.1912,1,1987,0,2,1,1637.868
900,15.35,0,0.014098693,1,37.219,2,2007,2,1,1,805.618
340,5.26,1,0.042008667,2,162.6868,2,2007,2,1,1,3767.0964
1041,9.8,0,0.106933748,1,175.337,7,2002,2,1,1,529.311
1300,16.5,0,0.012663476,2,39.3506,7,2002,2,1,1,645.1602
932,10.5,0,0.041387618,1,40.1164,6,2004,2,1,1,849.5608
1411,13.1,0,0.012148836,2,191.353,3,2009,1,2,2,1328.271
1083,12.857645184135976,1,0.005935001,1,98.8358,5,1985,1,2,3,2010.716
377,9.3,1,0.014047825,1,196.5084,7,2002,2,1,1,4364.9848
487,14.3,0,0.026375082,1,79.6302,7,2002,2,1,1,792.302
419,12.857645184135976,0,0.0,1,55.7298,5,1985,1,2,3,2804.3496
49,10.8,0,0.052174319,0,240.3564,7,2002,2,1,1,4290.4152
802,12.857645184135976,1,0.0,2,38.1848,4,1985,2,0,0,37.2848
757,12.85,0,0.137786856,1,157.763,3,2009,1,2,2,2659.871
159,6.78,0,0.066608487,1,184.624,6,2004,2,1,1,5406.296
344,9.195,1,0.064002068,1,85.5566,6,2004,2,1,1,930.1226
110,7.905,0,0.06406438,0,229.2694,8,1997,2,0,1,1826.9552
1174,17.6,0,0.049345425,1,115.4176,2,2007,2,1,1,1145.176
469,15.7,1,0.11521312,2,112.0202,2,2007,2,1,1,3150.5656
344,12.857645184135976,1,0.0,1,83.7566,4,1985,2,0,0,253.6698
1257,19.2,0,0.099991245,1,112.7886,1,1987,0,2,1,1779.0176
423,7.405,0,0.015334003,2,92.7146,3,2009,1,2,2,1185.7898
113,19.5,1,0.129170642,0,233.9958,0,1998,2,2,0,467.3916
1056,9.195,1,0.051908824,2,78.1644,2,2007,2,1,1,1414.1592
858,11.65,0,0.131770922,2,151.1024,7,2002,2,1,1,1518.024
1302,21.1,0,0.028984804,2,146.1786,1,1987,0,2,1,3034.0506
1498,8.695,0,0.120211747,2,93.2094,2,2007,2,1,1,666.4658
431,7.27,1,0.02076385,2,89.0488,1,1987,0,2,1,181.0976
1301,8.85,0,0.016006626,2,105.6964,1,1987,0,2,1,210.3928
347,18.6,0,0.015766712,1,152.9366,6,2004,2,1,1,1662.5026
1432,12.857645184135976,0,0.024536199,2,144.6102,5,1985,1,2,3,3791.0652
852,9.1,1,0.008046878,1,78.7618,9,1999,1,0,1,402.809
407,7.975,0,0.014653896,2,82.425,9,1999,1,0,1,749.025
1426,10.0,0,0.073794811,2,121.444,2,2007,2,1,1,2516.724
370,6.865,0,0.056830682,1,214.0218,8,1997,2,0,1,5556.7668
276,16.7,1,0.054618573,1,65.5168,6,2004,2,1,1,1022.6688
1542,7.285,0,0.052141447,2,174.9054,0,1998,2,2,0,525.3162
34,8.43,0,0.017360867,0,196.2768,7,2002,2,1,1,1576.6144
1066,20.2,1,0.196438668,2,194.611,0,1998,2,2,0,392.822
231,8.75,1,0.074743226,1,187.6556,9,1999,1,0,1,5257.1568
591,12.857645184135976,0,0.127792701,1,111.1886,5,1985,1,2,3,4447.544
1557,12.857645184135976,0,0.024358634,2,190.4214,5,1985,1,2,3,5652.642
124,9.695,0,0.070431235,0,177.5344,6,2004,2,1,1,3033.3848
1030,7.75,1,0.082930699,1,35.2558,8,1997,2,0,1,780.9834
1181,19.75,0,0.041330512,1,115.8466,1,1987,0,2,1,2474.7786
1176,9.8,1,0.235354055,2,50.8008,0,1998,2,2,0,101.2016
627,11.8,1,0.057746382,1,152.4366,2,2007,2,1,1,3929.5516
740,9.8,1,0.045337184,2,36.8874,9,1999,1,0,1,564.5984
933,7.42,0,0.020374875,1,248.0092,1,1987,0,2,1,1245.046
35,20.75,0,0.035568147,0,151.8024,0,1998,2,2,0,151.8024
663,12.6,1,0.062797771,1,103.999,9,1999,1,0,1,825.592
319,19.75,1,0.018096488,1,179.566,3,2009,1,2,2,2696.49
270,10.895,1,0.009613854,2,122.973,1,1987,0,2,1,1231.73
693,16.6,0,0.026645307,1,53.5614,3,2009,1,2,2,939.4438
304,6.765,1,0.087753682,1,105.3306,2,2007,2,1,1,2090.612
497,13.1,0,0.037657459,1,175.8054,7,2002,2,1,1,2801.6864
1276,12.857645184135976,0,0.041091215,2,89.5514,5,1985,1,2,3,3364.9532
1109,6.155,1,0.095195306,1,213.956,2,2007,2,1,1,2343.616
1365,10.65,0,0.048686689,2,164.1526,8,1997,2,0,1,1808.9786
1250,12.857645184135976,0,0.117091213,1,197.9084,4,1985,2,0,0,992.042
217,20.25,1,0.022940826,2,241.8538,8,1997,2,0,1,5768.4912
1263,20.5,0,0.119339241,2,106.0596,6,2004,2,1,1,970.7364
656,11.8,1,0.014075334,1,176.8344,1,1987,0,2,1,3568.688
1105,15.0,0,0.046336634,1,120.0414,1,1987,0,2,1,3533.4006
203,13.15,0,0.036641589,1,180.7976,1,1987,0,2,1,6157.3184
863,15.5,1,0.101176316,1,198.9768,3,2009,1,2,2,4729.8432
1011,12.857645184135976,0,0.035737373,1,260.6278,5,1985,1,2,3,9371.8008
455,11.6,1,0.079376029,1,81.7276,2,2007,2,1,1,1949.4624
433,14.35,1,0.091054989,1,231.8984,9,1999,1,0,1,4633.968
1164,13.15,0,0.043852434,1,182.695,7,2002,2,1,1,4211.185
270,10.895,1,0.009620042,2,121.673,6,2004,2,1,1,1970.768
1466,10.1,0,0.054939848,2,199.5084,2,2007,2,1,1,3372.9428
70,18.7,0,0.014675574,0,50.8324,2,2007,2,1,1,934.7832
1476,12.15,0,0.14526636,2,224.0404,9,1999,1,0,1,3375.606
871,10.195,1,0.146662938,1,138.6838,8,1997,2,0,1,2388.2246
237,8.575,1,0.071786706,2,193.3794,1,1987,0,2,1,780.3176
763,16.5,1,0.133424184,1,102.2332,0,1998,2,2,0,102.5332
551,9.065,0,0.115799592,1,95.3094,3,2009,1,2,2,1713.7692
1288,16.6,0,0.027579198,2,178.7344,8,1997,2,0,1,1605.9096
1235,11.6,1,0.241055611,2,238.5222,0,1998,2,2,0,717.0666
1435,19.5,0,0.014332439,2,57.1614,3,2009,1,2,2,1381.535
1445,16.6,0,0.027133398,2,106.2596,0,1998,2,2,0,215.7192
32,11.85,0,0.132876847,2,98.0726,9,1999,1,0,1,1076.5986
781,12.85,0,0.03315162,1,170.6422,1,1987,0,2,1,2931.5174
1506,9.0,0,0.019536981,2,170.0474,9,1999,1,0,1,4211.185
1151,5.655,0,0.085258864,1,165.85,6,2004,2,1,1,1830.95
1297,8.93,0,0.013179388,2,55.1614,8,1997,2,0,1,939.4438
1350,15.2,0,0.033592687,2,108.1912,6,2004,2,1,1,1856.2504
898,7.655,0,0.05346916,2,114.1492,0,1998,2,2,0,115.8492
708,12.857645184135976,0,0.126831854,2,209.027,5,1985,1,2,3,4613.994
913,15.5,0,0.103603094,1,143.547,9,1999,1,0,1,1431.47
501,18.7,0,0.104840884,1,122.1072,9,1999,1,0,1,490.0288
104,9.5,0,0.042056944,0,31.89,3,2009,1,2,2,366.19
417,13.65,0,0.040049609,1,34.4558,2,2007,2,1,1,611.2044
1007,19.5,1,0.03075661,2,86.254,7,2002,2,1,1,2163.85
859,8.71,0,0.0,2,46.5376,1,1987,0,2,1,575.2512
381,12.857645184135976,1,0.03941584,2,247.8092,4,1985,2,0,0,498.0184
27,19.6,0,0.024363939,2,46.3718,2,2007,2,1,1,661.8052
862,12.857645184135976,1,0.131443921,1,189.1872,5,1985,1,2,3,5294.4416
